ward,no.,??Åfl,material,joint,diameter,length(m),leakage year,construction year,??ê›ÅhNêÅh,çXê∂ÅhNÅgx,çXê∂??? ,???ÃçÅˆ?v?èêÅh,Ågπ?H??Åf Åh??Q?zÅiÅÒ~Åj,?s?ØÅg??÷?ÃÅh??Q?zÅiÅÒ~Åj,ÅffêÅcÅh??Q?zÅiÅÒ~Åj,èCÅeUÅh??pÅiÅÒ~Åj,?RêÅcÅeπ?∏(ÅÒ~Åj,?O? ?ÅcêH??ê≥?WêÅh,Åg?? ?ÅcêH??ê≥?WêÅh,?zê›ÅhNÅgx??ê≥?WêÅh,?p????ê≥?WêÅh,???a??ê≥?WêÅh,ÅÒﬂ???Ã???Ã??RL(??Åj,???ÃÅh≠ê∂?\Åe™?ÆRN,RN?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh,Åh??pÅiê?ÅÒ~Åj,?÷ÅÒvÅiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?,ÅÒﬂ???Ã???Ã??RL(??+1Åj,???ÃÅh≠ê∂?\Åe™?ÆRN',RN'?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh(2),?÷ÅÒv(2)Åiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?(2),?ÅÒ?Åg?N
J,121,1.65,?c,?`,300,18,,1969,38,0,,0,"2,954,136","563,451","1,077,235","2,786,096","79,027",1,1,1,1,1,0.205,0.004,277,0.96,"3,172","7,162",2.05,1.218,0.021,47,0.98,"7,311",2.09,A
J,122,1.65,?c,?`,150,7,,1968,39,0,,0,"2,954,136","563,451","1,077,235","2,786,096","31,600",1,1,1,1,1,0.205,0.001,694,0.96,"1,268","7,116",5.09,1.218,0.009,117,0.96,"7,116",5.09,A
J,123,1.65,?c,?s,150,13,,1989,18,0,,0,"2,954,136","563,451","1,077,235","2,786,096","58,950",1,1,1,1,1,0.205,0.003,372,0.96,"2,366","7,142",2.74,1.218,0.016,63,0.96,"7,142",2.74,A
J,124,1.65,?c,?s,150,4,,1987,20,0,,0,"2,954,136","563,451","1,077,235","2,786,096","18,996",1,1,1,1,1,0.205,0.001,1154,0.96,763,"7,104",8.45,1.218,0.005,194,0.96,"7,104",8.45,A
J,125,1.65,?c,?s,100,2,,1981,26,0,,0,"2,954,136","563,451","1,077,235","2,786,096","10,889",1,1,1,1,1,0.205,0,2013,0.96,437,"7,096",14.74,1.218,0.003,339,0.96,"7,096",14.74,A
J,126,1.65,?c,?`,200,3,,1970,37,0,,0,"536,574","563,451","1,077,235","2,786,096","15,527",1,1,1,1,1,0.205,0.001,1412,0.96,623,"4,780",6.96,1.218,0.004,238,0.96,"4,780",6.96,A
J,127,1.36,?c,?`,300,2,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","9,777",1,1,1,1,1,0.205,0,2242,0.96,392,"4,332",10.03,1.218,0.003,378,0.96,"4,332",10.03,A
J,128,1.36,?c,?`,300,260,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","1,171,104",1,1,1,1,1,0.205,0.053,19,1.58,"47,010","8,964",0.17,1.218,0.317,3,7.4,"41,983",0.81,C
J,129,1.36,?c,?`,150,1,,1968,39,0,,0,"53,133","505,248","1,077,235","2,786,096","6,743",1,1,1,1,1,0.205,0,3251,0.96,271,"4,251",14.23,1.218,0.002,548,0.96,"4,251",14.23,A
J,130,1.36,?c,?s,150,7,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","32,109",1,1,1,1,1,0.205,0.001,683,0.96,"1,289","4,276",3.01,1.218,0.009,115,0.96,"4,276",3.01,A
J,131,1.36,?c,?s,150,2,,1976,31,0,,0,"536,574","505,248","1,077,235","2,786,096","10,397",1,1,1,1,1,0.205,0,2108,0.96,417,"4,719",10.27,1.218,0.003,355,0.96,"4,719",10.27,A
J,132,1.36,?c,?s,150,11,,1976,31,0,,0,"133,758","505,248","1,077,235","2,786,096","51,072",1,1,1,1,1,0.205,0.002,429,0.96,"2,050","4,371",1.93,1.218,0.014,72,0.96,"4,371",1.93,A
J,133,1.65,?c,?s,150,29,,1984,23,0,,0,"536,574","563,451","1,077,235","2,786,096","130,812",1,1,1,1,1,0.205,0.006,168,0.96,"5,251","4,890",0.85,1.218,0.035,28,1.25,"6,368",1.1,B
J,134,1.65,?c,?`,150,4,,1969,38,0,,0,"536,574","563,451","1,077,235","2,786,096","16,601",1,1,1,1,1,0.205,0.001,1320,0.96,666,"4,781",6.51,1.218,0.004,222,0.96,"4,781",6.51,A
J,135,1.65,?c,?s,150,1,,1976,31,0,,0,"2,954,136","563,451","1,077,235","2,786,096","3,618",1,1,1,1,1,0.205,0,6059,0.96,145,"7,089",44.36,1.218,0.001,1021,0.96,"7,089",44.36,A
J,136,1.65,?c,?`,300,246,,1969,38,0,,0,"2,954,136","563,451","1,077,235","2,786,096","1,108,038",1,1,1,1,1,0.205,0.051,20,1.52,"44,478","12,903",0.26,1.218,0.3,3,7.4,"62,818",1.28,B
J,137,1.65,?c,?`,300,4,,1981,26,0,,0,"2,954,136","563,451","1,077,235","2,786,096","16,606",1,1,1,1,1,0.205,0.001,1320,0.96,667,"7,102",9.66,1.218,0.004,222,0.96,"7,102",9.66,A
J,138,1.65,?c,?s,150,175,,1973,34,0,,0,"133,758","563,451","1,077,235","2,786,096","786,184",1,1,1,1,1,0.205,0.036,28,1.25,"31,559","6,683",0.19,1.218,0.213,5,4.61,"24,648",0.71,C
J,139,1.65,?c,?`,150,2,,1969,38,0,,0,"2,954,136","563,451","1,077,235","2,786,096","7,635",1,1,1,1,1,0.205,0,2871,0.96,306,"7,093",21.03,1.218,0.002,484,0.96,"7,093",21.03,A
J,140,1.65,?c,?`,200,2,,1969,38,0,,0,"2,954,136","563,451","1,077,235","2,786,096","7,856",1,1,1,1,1,0.205,0,2790,0.96,315,"7,093",20.43,1.218,0.002,470,0.96,"7,093",20.43,A
J,141,1.65,?c,?s,150,1,,1976,31,0,,0,"2,954,136","563,451","1,077,235","2,786,096","3,285",1,1,1,1,1,0.205,0,6672,0.96,132,"7,089",48.73,1.218,0.001,1124,0.96,"7,089",48.73,A
J,142,1.36,?c,?j,75,7,,1998,9,0,,0,"536,574","505,248","1,077,235","2,786,096","32,362",1,1,1,1,1,0.205,0.001,677,0.96,"1,299","4,740",3.31,1.218,0.009,114,0.96,"4,740",3.31,A
J,143,1.36,?c,?s,100,3,,1982,25,0,,0,"536,574","505,248","1,077,235","2,786,096","13,367",1,1,1,1,1,0.205,0.001,1640,0.96,537,"4,722",7.98,1.218,0.004,276,0.96,"4,722",7.98,A
J,144,1.65,?c,?s,150,53,,1973,34,0,,0,"2,954,136","563,451","1,077,235","2,786,096","240,469",1,1,1,1,1,0.205,0.011,91,0.96,"9,653","7,317",0.69,1.218,0.065,15,1.85,"14,100",1.33,B
J,145,1.25,?c,?`,300,6,,1984,23,0,,0,"536,574","505,248","1,077,235","2,786,096","28,615",1,1,1,1,1,0.205,0.001,766,0.96,"1,149","4,736",3.74,1.218,0.008,129,0.96,"4,736",3.74,A
J,146,1.25,?c,?`,300,7,,1969,38,0,,0,"536,574","505,248","1,077,235","2,786,096","30,845",1,1,1,1,1,0.205,0.001,711,0.96,"1,238","4,739",3.47,1.218,0.008,120,0.96,"4,739",3.47,A
J,147,1.25,?c,?`,200,5,,1970,37,0,,0,"53,133","505,248","1,077,235","2,786,096","20,591",1,1,1,1,1,0.205,0.001,1065,0.96,827,"4,265",4.68,1.218,0.006,179,0.96,"4,265",4.68,A
J,148,1.36,?c,?s,100,7,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","31,564",1,1,1,1,1,0.205,0.001,694,0.96,"1,267","4,275",3.06,1.218,0.009,117,0.96,"4,275",3.06,A
J,149,1.25,?c,?`,200,8,,1968,39,0,,0,"536,574","505,248","1,077,235","2,786,096","36,519",1,1,1,1,1,0.205,0.002,600,0.96,"1,466","4,744",2.94,1.218,0.01,101,0.96,"4,744",2.94,A
J,150,1.25,?c,?s,100,98,,1990,17,0,,0,"133,758","505,248","1,077,235","2,786,096","439,890",1,1,1,1,1,0.205,0.02,50,0.96,"17,658","4,745",0.24,1.218,0.119,8,3.05,"15,074",0.77,C
J,151,1.25,?c,?`,150,163,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","732,552",1,1,1,1,1,0.205,0.033,30,1.21,"29,406","6,334",0.2,1.218,0.198,5,4.61,"24,133",0.74,C
J,152,1.25,?c,?s,150,70,,1979,28,0,,0,"536,574","505,248","1,077,235","2,786,096","316,093",1,1,1,1,1,0.205,0.014,69,0.96,"12,688","5,012",0.36,1.218,0.086,12,2.19,"11,435",0.82,C
J,153,1.36,?c,?s,150,171,,1976,31,0,,0,"536,574","505,248","1,077,235","2,786,096","767,944",1,1,1,1,1,0.205,0.035,29,1.23,"30,826","6,978",0.21,1.218,0.208,5,4.61,"26,153",0.77,C
J,154,1.36,?c,?j,300,16,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","71,956",1,1,1,1,1,0.205,0.003,305,0.96,"2,888","4,314",1.36,1.218,0.019,51,0.96,"4,314",1.36,A
J,155,1.36,?c,?s,100,20,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","88,936",1,1,1,1,1,0.205,0.004,246,0.96,"3,570","4,330",1.1,1.218,0.024,42,1.03,"4,646",1.18,A
J,156,1.36,?c,?s,100,3,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","13,228",1,1,1,1,1,0.205,0.001,1657,0.96,531,"4,258",7.28,1.218,0.004,279,0.96,"4,258",7.28,A
J,157,1.36,?c,?s,150,23,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","104,819",1,1,1,1,1,0.205,0.005,209,0.96,"4,208","4,345",0.94,1.218,0.028,35,1.12,"5,070",1.09,B
J,158,1.36,?c,?s,100,10,,1992,15,0,,0,"53,133","505,248","1,077,235","2,786,096","43,414",1,1,1,1,1,0.205,0.002,505,0.96,"1,743","4,287",2.23,1.218,0.012,85,0.96,"4,287",2.23,A
J,159,1.36,?c,?s,100,5,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","23,847",1,1,1,1,1,0.205,0.001,919,0.96,957,"4,268",4.05,1.218,0.006,155,0.96,"4,268",4.05,A
J,160,1.36,?c,?s,200,194,,1977,30,0,,0,"53,133","505,248","1,077,235","2,786,096","874,086",1,1,1,1,1,0.205,0.04,25,1.32,"35,087","6,990",0.18,1.218,0.237,4,5.66,"29,974",0.78,C
J,161,1.36,?c,?s,150,299,,1994,13,0,,0,"133,758","505,248","1,077,235","2,786,096","1,345,885",1,1,1,1,1,0.205,0.061,16,1.76,"54,026","10,293",0.17,1.218,0.365,3,7.4,"43,277",0.73,C
J,162,1.25,?c,?s,150,176,,1973,34,0,,0,"133,758","505,248","1,077,235","2,786,096","792,844",1,1,1,1,1,0.205,0.036,28,1.25,"31,826","6,619",0.19,1.218,0.215,5,4.61,"24,411",0.7,C
J,163,1.25,?c,?j,200,4,,1996,11,0,,0,"53,133","505,248","1,077,235","2,786,096","18,973",1,1,1,1,1,0.205,0.001,1155,0.96,762,"4,263",5.08,1.218,0.005,195,0.96,"4,263",5.08,A
J,164,1.25,?c,?j,100,3,,1996,11,0,,0,"53,133","505,248","1,077,235","2,786,096","11,902",1,1,1,1,1,0.205,0.001,1842,0.96,478,"4,256",8.08,1.218,0.003,310,0.96,"4,256",8.08,A
J,165,1.25,?c,?`,100,7,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","33,503",1,1,1,1,1,0.205,0.002,654,0.96,"1,345","4,277",2.89,1.218,0.009,110,0.96,"4,277",2.89,A
J,166,1.25,?c,?`,100,2,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","9,822",1,1,1,1,1,0.205,0,2232,0.96,394,"4,254",9.8,1.218,0.003,376,0.96,"4,254",9.8,A
J,167,1.25,?c,?s,100,5,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","24,425",1,1,1,1,1,0.205,0.001,897,0.96,980,"4,268",3.95,1.218,0.007,151,0.96,"4,268",3.95,A
J,168,1.25,?c,?s,100,5,,1988,19,0,,0,"53,133","505,248","1,077,235","2,786,096","22,579",1,1,1,1,1,0.205,0.001,971,0.96,906,"4,267",4.27,1.218,0.006,164,0.96,"4,267",4.27,A
J,169,1.36,?c,?`,100,10,,1982,25,0,,0,"536,574","505,248","1,077,235","2,786,096","44,329",1,1,1,1,1,0.205,0.002,494,0.96,"1,779","4,752",2.42,1.218,0.012,83,0.96,"4,752",2.42,A
J,170,1.21,?c,?j,75,2,,1999,8,0,,0,"53,133","505,248","1,077,235","2,786,096","10,213",1,1,1,1,1,0.205,0,2146,0.96,410,"4,255",9.42,1.218,0.003,362,0.96,"4,255",9.42,A
J,171,1.21,?c,?`,300,146,,1978,29,0,,0,"536,574","505,248","1,077,235","2,786,096","658,046",1,1,1,1,1,0.205,0.03,33,1.15,"26,415","6,398",0.22,1.218,0.178,6,3.92,"21,808",0.75,C
J,172,1.21,?c,?s,150,4,,1978,29,0,,0,"536,574","505,248","1,077,235","2,786,096","19,624",1,1,1,1,1,0.205,0.001,1117,0.96,788,"4,728",5.44,1.218,0.005,188,0.96,"4,728",5.44,A
J,173,1.21,?c,?s,150,2,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","11,183",1,1,1,1,1,0.205,0.001,1960,0.96,449,"4,333",8.76,1.218,0.003,330,0.96,"4,333",8.76,A
J,174,1.21,?c,?`,150,148,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","664,117",1,1,1,1,1,0.205,0.03,33,1.15,"26,659","5,941",0.2,1.218,0.18,6,3.92,"20,252",0.69,C
J,175,1.21,?c,?s,150,9,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","42,702",1,1,1,1,1,0.205,0.002,513,0.96,"1,714","4,286",2.27,1.218,0.012,86,0.96,"4,286",2.27,A
J,176,1.21,?c,?`,150,132,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","592,988",1,1,1,1,1,0.205,0.027,37,1.09,"23,803","5,993",0.23,1.218,0.161,6,3.92,"21,553",0.82,C
J,177,1.25,?c,?s,150,220,,1978,29,0,,0,"536,574","505,248","1,077,235","2,786,096","991,386",1,1,1,1,1,0.205,0.045,22,1.43,"39,796","8,432",0.19,1.218,0.268,4,5.66,"33,374",0.76,C
J,178,1.25,?c,?s,150,3,,1990,17,0,,0,"53,133","505,248","1,077,235","2,786,096","15,154",1,1,1,1,1,0.205,0.001,1446,0.96,608,"4,259",6.36,1.218,0.004,244,0.96,"4,259",6.36,A
J,179,1.25,?c,?s,150,86,,1973,34,0,,0,"536,574","505,248","1,077,235","2,786,096","386,030",1,1,1,1,1,0.205,0.018,57,0.96,"15,496","5,080",0.3,1.218,0.105,10,2.53,"13,387",0.78,C
J,180,1.25,?c,?s,150,88,,1975,32,0,,0,"133,758","505,248","1,077,235","2,786,096","395,073",1,1,1,1,1,0.205,0.018,55,0.96,"15,859","4,702",0.27,1.218,0.107,9,2.77,"13,566",0.78,C
J,181,1.21,?c,?s,100,27,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","122,927",1,1,1,1,1,0.205,0.006,178,0.96,"4,934","4,363",0.8,1.218,0.033,30,1.21,"5,499",1.01,B
J,182,1.21,?c,?`,150,100,,1966,41,0,,0,"53,133","505,248","1,077,235","2,786,096","450,905",1,1,1,1,1,0.205,0.021,49,0.96,"18,100","4,678",0.23,1.218,0.122,8,3.05,"14,861",0.75,C
J,183,1.21,?c,?`,100,2,,1966,41,0,,0,0,"505,248","1,077,235","2,786,096","6,999",1,1,1,1,1,0.205,0,3132,0.96,281,"4,201",13.57,1.218,0.002,528,0.96,"4,201",13.57,A
J,184,1.21,?c,?s,150,17,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","77,615",1,1,1,1,1,0.205,0.004,282,0.96,"3,116","4,397",1.28,1.218,0.021,48,0.97,"4,443",1.29,A
J,185,1.21,?c,?`,150,67,,1968,39,0,,0,"133,758","505,248","1,077,235","2,786,096","299,377",1,1,1,1,1,0.205,0.014,73,0.96,"12,017","4,610",0.35,1.218,0.081,12,2.19,"10,516",0.79,C
J,186,1.21,?c,?`,100,3,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","14,350",1,1,1,1,1,0.205,0.001,1528,0.96,576,"4,259",6.71,1.218,0.004,257,0.96,"4,259",6.71,A
J,187,1.21,?c,?`,75,4,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","16,138",1,1,1,1,1,0.205,0.001,1358,0.96,648,"4,260",5.97,1.218,0.004,229,0.96,"4,260",5.97,A
J,188,1.21,?c,?`,100,2,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","10,908",1,1,1,1,1,0.205,0,2010,0.96,438,"4,255",8.82,1.218,0.003,338,0.96,"4,255",8.82,A
J,189,1.21,?c,?`,100,5,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","22,059",1,1,1,1,1,0.205,0.001,994,0.96,885,"4,266",4.37,1.218,0.006,167,0.96,"4,266",4.37,A
J,190,1.21,?c,?`,100,9,,1980,27,0,,0,"53,133","505,248","1,077,235","2,786,096","40,116",1,1,1,1,1,0.205,0.002,546,0.96,"1,610","4,283",2.41,1.218,0.011,92,0.96,"4,283",2.41,A
J,191,1.21,?c,?`,100,3,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","13,837",1,1,1,1,1,0.205,0.001,1584,0.96,555,"4,258",6.96,1.218,0.004,267,0.96,"4,258",6.96,A
J,192,1.21,?c,?`,100,5,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","24,172",1,1,1,1,1,0.205,0.001,907,0.96,970,"4,268",3.99,1.218,0.007,153,0.96,"4,268",3.99,A
J,193,1.21,?c,?`,100,4,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","15,881",1,1,1,1,1,0.205,0.001,1380,0.96,637,"4,260",6.07,1.218,0.004,233,0.96,"4,260",6.07,A
J,194,1.21,?c,?`,100,4,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","18,850",1,1,1,1,1,0.205,0.001,1163,0.96,757,"4,263",5.11,1.218,0.005,196,0.96,"4,263",5.11,A
J,195,1.21,?c,?s,75,3,,1982,25,0,,0,"536,574","505,248","1,077,235","2,786,096","12,620",1,1,1,1,1,0.205,0.001,1737,0.96,507,"4,721",8.45,1.218,0.003,293,0.96,"4,721",8.45,A
J,196,1.21,?c,?s,75,4,,1991,16,0,,0,"53,133","505,248","1,077,235","2,786,096","18,700",1,1,1,1,1,0.205,0.001,1172,0.96,751,"4,263",5.15,1.218,0.005,197,0.96,"4,263",5.15,A
J,197,1.21,?c,?`,75,2,,1970,37,0,,0,0,"505,248","1,077,235","2,786,096","7,591",1,1,1,1,1,0.205,0,2888,0.96,305,"4,201",12.5,1.218,0.002,486,0.96,"4,201",12.5,A
J,198,1.21,?c,?`,75,6,,1970,37,0,,0,"53,133","505,248","1,077,235","2,786,096","28,855",1,1,1,1,1,0.205,0.001,760,0.96,"1,158","4,273",3.35,1.218,0.008,128,0.96,"4,273",3.35,A
J,199,1.21,?c,?s,75,6,,1990,17,0,,0,"53,133","505,248","1,077,235","2,786,096","27,516",1,1,1,1,1,0.205,0.001,797,0.96,"1,105","4,271",3.51,1.218,0.007,134,0.96,"4,271",3.51,A
J,200,1.21,?c,?s,75,4,,1990,17,0,,0,0,"505,248","1,077,235","2,786,096","16,651",1,1,1,1,1,0.205,0.001,1316,0.96,668,"4,210",5.72,1.218,0.005,222,0.96,"4,210",5.72,A
J,201,1.21,?c,?s,75,2,,1991,16,0,,0,0,"505,248","1,077,235","2,786,096","7,500",1,1,1,1,1,0.205,0,2923,0.96,301,"4,201",12.66,1.218,0.002,492,0.96,"4,201",12.66,A
J,202,1.21,?c,?s,75,5,,1991,16,0,,0,"53,133","505,248","1,077,235","2,786,096","24,676",1,1,1,1,1,0.205,0.001,888,0.96,991,"4,269",3.91,1.218,0.007,150,0.96,"4,269",3.91,A
J,203,1.21,?c,?s,100,3,,1970,37,0,,0,"53,133","505,248","1,077,235","2,786,096","13,915",1,1,1,1,1,0.205,0.001,1575,0.96,559,"4,258",6.91,1.218,0.004,265,0.96,"4,258",6.91,A
J,204,1.25,?c,?s,75,6,,1990,17,0,,0,"53,133","505,248","1,077,235","2,786,096","24,825",1,1,1,1,1,0.205,0.001,883,0.96,997,"4,269",3.89,1.218,0.007,149,0.96,"4,269",3.89,A
J,205,1.21,?c,?`,75,7,,1969,38,0,,0,"53,133","505,248","1,077,235","2,786,096","29,575",1,1,1,1,1,0.205,0.001,741,0.96,"1,187","4,273",3.27,1.218,0.008,125,0.96,"4,273",3.27,A
J,206,1.21,?c,?j,75,3,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","12,781",1,1,1,1,1,0.205,0.001,1715,0.96,513,"4,335",7.67,1.218,0.003,289,0.96,"4,335",7.67,A
J,207,1.21,?c,?j,75,2,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","9,674",1,1,1,1,1,0.205,0,2266,0.96,388,"4,254",9.95,1.218,0.003,382,0.96,"4,254",9.95,A
J,208,1.21,?c,?j,75,3,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","15,335",1,1,1,1,1,0.205,0.001,1429,0.96,616,"4,260",6.28,1.218,0.004,241,0.96,"4,260",6.28,A
J,209,1.21,?c,?j,75,1,,1997,10,0,,0,0,"505,248","1,077,235","2,786,096","6,626",1,1,1,1,1,0.205,0,3308,0.96,266,"4,200",14.33,1.218,0.002,557,0.96,"4,200",14.33,A
J,210,1.21,?c,?j,75,3,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","14,781",1,1,1,1,1,0.205,0.001,1483,0.96,593,"4,259",6.52,1.218,0.004,250,0.96,"4,259",6.52,A
J,211,1.21,?c,?j,75,3,,2000,7,0,,0,"133,758","505,248","1,077,235","2,786,096","11,565",1,1,1,1,1,0.205,0.001,1895,0.96,464,"4,333",8.47,1.218,0.003,319,0.96,"4,333",8.47,A
J,212,1.21,?c,?`,75,4,,1966,41,0,,0,"53,133","505,248","1,077,235","2,786,096","17,809",1,1,1,1,1,0.205,0.001,1231,0.96,715,"4,262",5.41,1.218,0.005,207,0.96,"4,262",5.41,A
J,213,1.21,?c,?j,75,2,,2004,3,0,,0,"53,133","505,248","1,077,235","2,786,096","8,143",1,1,1,1,1,0.205,0,2692,0.96,327,"4,253",11.8,1.218,0.002,453,0.96,"4,253",11.8,A
J,214,1.21,?c,?j,75,1,,2004,3,0,,0,"536,574","505,248","1,077,235","2,786,096","6,160",1,1,1,1,1,0.205,0,3558,0.96,247,"4,715",17.32,1.218,0.002,599,0.96,"4,715",17.32,A
J,215,1.21,?c,?s,200,171,1993,1976,31,0,,1,"2,954,136","505,248","1,077,235","2,786,096","769,464",1,1,1,1,1,1.218,0.208,5,4.61,"30,887","37,305",1.1,1.746,0.299,3,7.4,"59,882",1.76,A
J,216,1.18,?c,?s,200,1,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","6,128",1,1,1,1,1,0.205,0,3577,0.96,246,"4,715",17.39,1.218,0.002,603,0.96,"4,715",17.39,A
J,217,1.21,?c,?s,200,11,1994,1976,31,0,,1,"2,954,136","505,248","1,077,235","2,786,096","48,345",1,1,1,1,1,1.218,0.013,76,0.96,"1,941","7,076",3.31,1.746,0.019,53,0.96,"7,076",3.31,A
J,218,1.43,?c,?s,200,484,,1975,32,0,,0,"536,574","505,248","1,077,235","2,786,096","2,175,203",1,1,1,1,1,0.205,0.099,10,2.53,"87,316","17,913",0.19,1.218,0.589,2,10.88,"77,034",0.8,C
J,219,1.21,?c,?`,75,7,,1969,38,0,,0,"536,574","505,248","1,077,235","2,786,096","32,128",1,1,1,1,1,0.205,0.001,682,0.96,"1,290","4,740",3.33,1.218,0.009,115,0.96,"4,740",3.33,A
J,220,1.61,?c,?`,300,30,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","136,751",1,1,1,1,1,0.205,0.006,160,0.96,"5,489","7,161",1.18,1.218,0.037,27,1.27,"9,474",1.57,A
J,221,1.52,?c,?`,300,3,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","15,178",1,1,1,1,1,0.205,0.001,1444,0.96,609,"7,044",10.5,1.218,0.004,243,0.96,"7,044",10.5,A
J,222,1.52,?c,?`,300,2,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","10,577",1,1,1,1,1,0.205,0,2072,0.96,425,"7,040",15.03,1.218,0.003,349,0.96,"7,040",15.03,A
J,223,1.61,?c,?j,75,2,,2000,7,0,,0,"2,954,136","505,248","1,077,235","2,786,096","10,578",1,1,1,1,1,0.205,0,2072,0.96,425,"7,040",15.03,1.218,0.003,349,0.96,"7,040",15.03,A
J,224,1.2,?c,?s,200,2,,1995,12,0,,0,0,"505,248","1,077,235","2,786,096","10,145",1,1,1,1,1,0.205,0,2161,0.96,407,"4,204",9.37,1.218,0.003,364,0.96,"4,204",9.37,A
J,225,1.2,?c,?s,100,2,,1995,12,0,,0,0,"505,248","1,077,235","2,786,096","9,893",1,1,1,1,1,0.205,0,2216,0.96,397,"4,203",9.61,1.218,0.003,373,0.96,"4,203",9.61,A
J,226,1.2,?c,?m?r,150,46,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","207,316",1,1,1,1,1,0.205,0.009,106,0.96,"8,322","5,939",0.65,1.218,0.056,18,1.63,"10,084",1.1,B
J,227,1.2,?c,?m?r,100,4,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","18,800",1,1,1,1,1,0.205,0.001,1166,0.96,755,"5,758",6.92,1.218,0.005,196,0.96,"5,758",6.92,A
J,228,1.2,?c,?m?r,150,103,,1997,10,0,,0,"1,610,800","505,248","1,077,235","2,786,096","462,328",1,1,1,1,1,0.205,0.021,47,0.98,"18,558","6,313",0.31,1.218,0.125,8,3.05,"19,647",0.96,C
J,229,1.2,?c,?s,150,35,,1985,22,0,,0,0,"505,248","1,077,235","2,786,096","155,242",1,1,1,1,1,0.205,0.007,141,0.96,"6,232","4,343",0.63,1.218,0.042,24,1.35,"6,107",0.89,C
J,230,1.2,?c,?s,150,3,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","12,988",1,1,1,1,1,0.205,0.001,1688,0.96,521,"4,257",7.41,1.218,0.004,284,0.96,"4,257",7.41,A
J,231,1.2,?c,?s,150,11,,1994,13,0,,0,0,"505,248","1,077,235","2,786,096","51,485",1,1,1,1,1,0.205,0.002,426,0.96,"2,067","4,243",1.86,1.218,0.014,72,0.96,"4,243",1.86,A
J,232,1.2,?c,?`,100,4,,1967,40,0,,0,"53,133","505,248","1,077,235","2,786,096","18,513",1,1,1,1,1,0.205,0.001,1184,0.96,743,"4,263",5.21,1.218,0.005,199,0.96,"4,263",5.21,A
J,233,1.61,?c,?s,150,18,,1978,29,0,,0,"536,574","505,248","1,077,235","2,786,096","80,606",1,1,1,1,1,0.205,0.004,272,0.96,"3,236","4,786",1.34,1.218,0.022,46,0.99,"4,936",1.38,A
J,234,1.61,?c,?s,150,3,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","13,787",1,1,1,1,1,0.205,0.001,1590,0.96,553,"4,258",6.99,1.218,0.004,268,0.96,"4,258",6.99,A
J,235,1.2,?c,?m?r,100,65,,2005,2,0,,0,"133,758","505,248","1,077,235","2,786,096","293,987",1,1,1,1,1,0.205,0.013,75,0.96,"11,801","4,604",0.35,1.218,0.08,13,2.06,"9,880",0.76,C
