ward,no.,??Åfl,material,joint,diameter,length(m),leakage year,construction year,??ê›ÅhNêÅh,çXê∂ÅhNÅgx,çXê∂??? ,???ÃçÅˆ?v?èêÅh,Ågπ?H??Åf Åh??Q?zÅiÅÒ~Åj,?s?ØÅg??÷?ÃÅh??Q?zÅiÅÒ~Åj,ÅffêÅcÅh??Q?zÅiÅÒ~Åj,èCÅeUÅh??pÅiÅÒ~Åj,?RêÅcÅeπ?∏(ÅÒ~Åj,?O? ?ÅcêH??ê≥?WêÅh,Åg?? ?ÅcêH??ê≥?WêÅh,?zê›ÅhNÅgx??ê≥?WêÅh,?p????ê≥?WêÅh,???a??ê≥?WêÅh,ÅÒﬂ???Ã???Ã??RL(??Åj,???ÃÅh≠ê∂?\Åe™?ÆRN,RN?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh,Åh??pÅiê?ÅÒ~Åj,?÷ÅÒvÅiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?,ÅÒﬂ???Ã???Ã??RL(??+1Åj,???ÃÅh≠ê∂?\Åe™?ÆRN',RN'?Ã?têÅh,?÷ÅÒv?Ã?∑?Z?WêÅh(2),?÷ÅÒv(2)Åiê?ÅÒ~Åj,Åh??p?÷ÅÒvÅh?(2),?ÅÒ?Åg?N
H,175,1.44,?c,?s,150,12,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","54,212",1,1,1,1,1,0.205,0.002,404,0.96,"2,176","4,297",1.79,1.218,0.015,68,0.96,"4,297",1.79,A
H,176,1.33,?c,?r?Q,150,19,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","85,021",1,1,1,1,1,0.205,0.004,258,0.96,"3,413","4,791",1.27,1.218,0.023,43,1.02,"5,090",1.35,A
H,177,1.09,?c,?r?Q,200,175,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","789,192",1,1,1,1,1,0.205,0.036,28,1.25,"31,679","7,118",0.2,1.218,0.214,5,4.61,"26,251",0.75,C
H,178,1.09,?c,?r?Q,150,93,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","418,558",1,1,1,1,1,0.205,0.019,52,0.96,"16,802","5,111",0.28,1.218,0.113,9,2.77,"14,747",0.8,C
H,179,1.09,?c,?r?Q,100,4,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","16,017",1,1,1,1,1,0.205,0.001,1369,0.96,643,"4,724",6.67,1.218,0.004,231,0.96,"4,724",6.67,A
H,180,1.44,?c,?m?r,100,8,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","36,983",1,1,1,1,1,0.205,0.002,593,0.96,"1,485","4,280",2.62,1.218,0.01,100,0.96,"4,280",2.62,A
H,181,1.44,?c,?m?r,150,3,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","13,517",1,1,1,1,1,0.205,0.001,1622,0.96,543,"4,258",7.12,1.218,0.004,273,0.96,"4,258",7.12,A
H,182,1.44,?c,?j,150,2,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","10,977",1,1,1,1,1,0.205,0.001,1997,0.96,441,"4,255",8.76,1.218,0.003,336,0.96,"4,255",8.76,A
H,183,1.44,?c,?m?r,100,24,,1997,10,0,,0,"53,133","505,248","1,077,235","2,786,096","109,072",1,1,1,1,1,0.205,0.005,201,0.96,"4,378","4,350",0.9,1.218,0.03,34,1.14,"5,165",1.07,B
H,184,1.09,?c,?r?Q,200,14,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","63,158",1,1,1,1,1,0.205,0.003,347,0.96,"2,535","4,770",1.71,1.218,0.017,58,0.96,"4,770",1.71,A
H,185,1.44,?c,?j,150,4,,1997,10,0,,0,0,"505,248","1,077,235","2,786,096","16,831",1,1,1,1,1,0.205,0.001,1302,0.96,676,"4,210",5.65,1.218,0.005,219,0.96,"4,210",5.65,A
H,186,1.44,?c,?m?r,100,12,,1997,10,0,,0,0,"505,248","1,077,235","2,786,096","53,855",1,1,1,1,1,0.205,0.002,407,0.96,"2,162","4,246",1.78,1.218,0.015,69,0.96,"4,246",1.78,A
H,187,1.44,?c,?`,100,4,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","18,473",1,1,1,1,1,0.205,0.001,1187,0.96,742,"4,263",5.21,1.218,0.005,200,0.96,"4,263",5.21,A
H,188,1.44,?c,?`,100,8,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","34,547",1,1,1,1,1,0.205,0.002,635,0.96,"1,387","4,278",2.8,1.218,0.009,107,0.96,"4,278",2.8,A
H,189,1.09,?c,?`,100,4,,1985,22,0,,0,"53,133","505,248","1,077,235","2,786,096","18,271",1,1,1,1,1,0.205,0.001,1200,0.96,733,"4,262",5.28,1.218,0.005,202,0.96,"4,262",5.28,A
H,190,1.09,?c,?j,75,4,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","18,880",1,1,1,1,1,0.205,0.001,1161,0.96,758,"4,263",5.1,1.218,0.005,196,0.96,"4,263",5.1,A
H,191,1.09,?c,?j,75,4,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","16,351",1,1,1,1,1,0.205,0.001,1341,0.96,656,"4,261",5.89,1.218,0.004,226,0.96,"4,261",5.89,A
H,192,1.09,?c,?s,75,2,,1995,12,0,,0,"53,133","505,248","1,077,235","2,786,096","10,003",1,1,1,1,1,0.205,0,2191,0.96,402,"4,254",9.6,1.218,0.003,369,0.96,"4,254",9.6,A
H,193,1.09,?c,?s,100,9,,1985,22,0,,0,"53,133","505,248","1,077,235","2,786,096","42,101",1,1,1,1,1,0.205,0.002,521,0.96,"1,690","4,285",2.3,1.218,0.011,88,0.96,"4,285",2.3,A
H,194,1.09,?c,?j,75,5,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","22,078",1,1,1,1,1,0.205,0.001,993,0.96,886,"4,730",4.84,1.218,0.006,167,0.96,"4,730",4.84,A
H,195,1.09,?c,?j,150,6,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","26,940",1,1,1,1,1,0.205,0.001,814,0.96,"1,081","4,271",3.59,1.218,0.007,137,0.96,"4,271",3.59,A
H,196,1.09,?c,?m?r,150,275,,2001,6,0,,0,"536,574","505,248","1,077,235","2,786,096","1,237,493",1,1,1,1,1,0.205,0.056,18,1.63,"49,675","10,013",0.18,1.218,0.335,3,7.4,"45,456",0.83,C
H,197,1.09,?c,?j,75,11,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","48,577",1,1,1,1,1,0.205,0.002,451,0.96,"1,950","4,291",2,1.218,0.013,76,0.96,"4,291",2,A
H,198,1.44,?c,?j,300,8,,2001,6,0,,0,"133,758","505,248","1,077,235","2,786,096","33,812",1,1,1,1,1,0.205,0.002,648,0.96,"1,357","4,355",2.91,1.218,0.009,109,0.96,"4,355",2.91,A
H,199,1.09,?c,?j,150,3,,2001,6,0,,0,"133,758","505,248","1,077,235","2,786,096","14,620",1,1,1,1,1,0.205,0.001,1499,0.96,587,"4,336",6.7,1.218,0.004,253,0.96,"4,336",6.7,A
H,200,1.09,?c,?r?Q,150,2,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","10,082",1,1,1,1,1,0.205,0,2174,0.96,405,"4,719",10.57,1.218,0.003,366,0.96,"4,719",10.57,A
H,201,1.44,?c,?j,150,2,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","7,638",1,1,1,1,1,0.205,0,2870,0.96,307,"4,252",12.57,1.218,0.002,483,0.96,"4,252",12.57,A
H,202,1.44,?c,?r?Q,300,252,,2001,6,0,,0,"536,574","505,248","1,077,235","2,786,096","1,135,430",1,1,1,1,1,0.205,0.052,19,1.58,"45,578","9,544",0.19,1.218,0.308,3,7.4,"44,700",0.89,C
H,203,1.24,?c,?j,150,2,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","7,989",1,1,1,1,1,0.205,0,2744,0.96,321,"4,253",12.02,1.218,0.002,462,0.96,"4,253",12.02,A
H,204,1.24,?c,?j,200,3,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","12,079",1,1,1,1,1,0.205,0.001,1815,0.96,485,"4,256",7.96,1.218,0.003,306,0.96,"4,256",7.96,A
H,205,1.24,?c,?s,200,68,,1972,35,0,,0,"2,954,136","505,248","1,077,235","2,786,096","306,482",1,1,1,1,1,0.205,0.014,72,0.96,"12,303","7,324",0.54,1.218,0.083,12,2.19,"16,708",1.23,B
H,206,1.24,?c,?s,200,3,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","13,025",1,1,1,1,1,0.205,0.001,1683,0.96,523,"7,042",12.22,1.218,0.004,283,0.96,"7,042",12.22,A
H,207,1.44,?c,?j,150,3,,2002,5,0,,0,"53,133","505,248","1,077,235","2,786,096","11,699",1,1,1,1,1,0.205,0.001,1874,0.96,470,"4,256",8.22,1.218,0.003,316,0.96,"4,256",8.22,A
H,208,1.24,?c,?s,150,171,,1978,29,0,,0,"53,133","505,248","1,077,235","2,786,096","770,498",1,1,1,1,1,0.205,0.035,28,1.25,"30,929","6,490",0.19,1.218,0.209,5,4.61,"23,936",0.7,C
H,209,1.1,?c,?s,200,29,,1979,28,0,,0,"536,574","505,248","1,077,235","2,786,096","130,941",1,1,1,1,1,0.205,0.006,167,0.96,"5,256","4,835",0.83,1.218,0.035,28,1.25,"6,295",1.09,B
H,210,1.19,?c,?s,150,474,,1979,28,0,,0,"2,954,136","505,248","1,077,235","2,786,096","2,133,120",1,1,1,1,1,0.205,0.097,10,2.53,"85,627","23,923",0.25,1.218,0.578,2,10.88,"102,879",1.09,B
H,211,1.24,?c,?s,75,46,,1994,13,0,,0,"133,758","505,248","1,077,235","2,786,096","205,820",1,1,1,1,1,0.205,0.009,107,0.96,"8,262","4,520",0.5,1.218,0.056,18,1.63,"7,674",0.84,C
H,212,1.1,?c,?s,150,4,,1982,25,0,,0,"53,133","505,248","1,077,235","2,786,096","18,593",1,1,1,1,1,0.205,0.001,1179,0.96,746,"4,263",5.19,1.218,0.005,199,0.96,"4,263",5.19,A
H,213,1.1,?c,?s,150,80,,1978,29,0,,0,"53,133","505,248","1,077,235","2,786,096","359,336",1,1,1,1,1,0.205,0.016,61,0.96,"14,424","4,590",0.29,1.218,0.097,10,2.53,"12,096",0.76,C
H,214,1.1,?c,?s,150,2,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","9,692",1,1,1,1,1,0.205,0,2262,0.96,389,"4,254",9.92,1.218,0.003,381,0.96,"4,254",9.92,A
H,215,1.1,?c,?s,150,23,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","103,519",1,1,1,1,1,0.205,0.005,212,0.96,"4,155","4,422",0.97,1.218,0.028,36,1.11,"5,113",1.12,B
H,216,1.1,?c,?s,100,4,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","17,843",1,1,1,1,1,0.205,0.001,1229,0.96,716,"4,262",5.4,1.218,0.005,207,0.96,"4,262",5.4,A
H,217,1.1,?c,?s,200,392,1984,1974,33,0,,1,"536,574","505,248","1,077,235","2,786,096","1,764,515",1,1,1,1,1,1.218,0.478,2,10.88,"70,830","72,566",0.93,1.746,0.685,1,21.48,"143,264",1.84,B
H,218,1.04,?c,?s,150,8,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","36,755",1,1,1,1,1,0.205,0.002,596,0.96,"1,475","4,358",2.68,1.218,0.01,100,0.96,"4,358",2.68,A
H,219,1.1,?c,?s,100,11,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","48,203",1,1,1,1,1,0.205,0.002,455,0.96,"1,935","4,369",2.05,1.218,0.013,77,0.96,"4,369",2.05,A
H,220,1.1,?c,?s,150,119,,1995,12,0,,0,"536,574","505,248","1,077,235","2,786,096","537,207",1,1,1,1,1,0.205,0.025,41,1.04,"21,564","5,660",0.24,1.218,0.145,7,3.42,"18,613",0.78,C
H,221,1.1,?c,?s,200,214,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","963,514",1,1,1,1,1,0.205,0.044,23,1.39,"38,677","7,598",0.18,1.218,0.261,4,5.66,"30,937",0.73,C
H,222,1.1,?c,?s,150,2,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","8,788",1,1,1,1,1,0.205,0,2494,0.96,353,"4,331",11.13,1.218,0.002,420,0.96,"4,331",11.13,A
H,223,1.1,?c,?s,150,2,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","7,872",1,1,1,1,1,0.205,0,2785,0.96,316,"4,252",12.21,1.218,0.002,469,0.96,"4,252",12.21,A
H,224,1.1,?c,?s,100,1,,1979,28,0,,0,"53,133","505,248","1,077,235","2,786,096","5,279",1,1,1,1,1,0.205,0,4152,0.96,212,"4,250",18.19,1.218,0.001,699,0.96,"4,250",18.19,A
H,225,1.1,?c,?`,150,3,,1966,41,0,,0,"536,574","505,248","1,077,235","2,786,096","15,542",1,1,1,1,1,0.205,0.001,1410,0.96,624,"4,724",6.87,1.218,0.004,238,0.96,"4,724",6.87,A
H,226,1.16,?c,?`,300,490,,1968,39,0,,0,"536,574","505,248","1,077,235","2,786,096","2,203,481",1,1,1,1,1,0.205,0.101,10,2.53,"88,451","17,985",0.18,1.218,0.597,2,10.88,"77,342",0.79,C
H,227,1.24,?c,?j,100,2,,1996,11,0,,0,"53,133","505,248","1,077,235","2,786,096","7,937",1,1,1,1,1,0.205,0,2762,0.96,319,"4,252",12.1,1.218,0.002,465,0.96,"4,252",12.1,A
H,228,1.1,?c,?m?r,200,360,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","1,620,310",1,1,1,1,1,0.205,0.074,14,1.95,"65,042","12,725",0.18,1.218,0.439,2,10.88,"70,997",0.99,C
H,229,1.15,?c,?s,200,501,,1974,33,0,,0,"536,574","505,248","1,077,235","2,786,096","2,251,306",1,1,1,1,1,0.205,0.103,10,2.53,"90,371","18,106",0.18,1.218,0.61,2,10.88,"77,862",0.78,C
H,230,1.1,?c,?m?r,100,2,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","10,725",1,1,1,1,1,0.205,0,2044,0.96,430,"4,719",9.96,1.218,0.003,344,0.96,"4,719",9.96,A
H,231,1.1,?c,?j,150,1,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","4,461",1,1,1,1,1,0.205,0,4913,0.96,179,"4,713",23.89,1.218,0.001,828,0.96,"4,713",23.89,A
H,232,1.1,?c,?j,150,2,,1997,10,0,,0,"133,758","505,248","1,077,235","2,786,096","6,793",1,1,1,1,1,0.205,0,3227,0.96,273,"4,329",14.39,1.218,0.002,544,0.96,"4,329",14.39,A
H,233,1.15,?c,?j,150,5,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","21,147",1,1,1,1,1,0.205,0.001,1037,0.96,849,"4,729",5.05,1.218,0.006,175,0.96,"4,729",5.05,A
H,234,1.1,?c,?r?Q,100,2,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","7,107",1,1,1,1,1,0.205,0,3084,0.96,285,"4,716",15.02,1.218,0.002,520,0.96,"4,716",15.02,A
H,235,1.1,?c,?j,150,2,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","9,535",1,1,1,1,1,0.205,0,2299,0.96,383,"4,718",11.18,1.218,0.003,387,0.96,"4,718",11.18,A
H,236,1.15,?c,?r?Q,150,105,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","474,038",1,1,1,1,1,0.205,0.022,46,0.99,"19,029","5,325",0.25,1.218,0.128,8,3.05,"16,407",0.78,C
H,237,1.15,?c,?s,150,41,,1979,28,0,,0,"536,574","505,248","1,077,235","2,786,096","184,225",1,1,1,1,1,0.205,0.008,119,0.96,"7,395","4,886",0.6,1.218,0.05,20,1.52,"7,736",0.95,C
H,238,1.1,?c,?`,100,3,,1978,29,0,,0,"133,758","505,248","1,077,235","2,786,096","15,415",1,1,1,1,1,0.205,0.001,1422,0.96,619,"4,337",6.36,1.218,0.004,240,0.96,"4,337",6.36,A
H,239,1.1,?c,?`,100,14,,1978,29,0,,0,"53,133","505,248","1,077,235","2,786,096","62,309",1,1,1,1,1,0.205,0.003,352,0.96,"2,501","4,305",1.56,1.218,0.017,59,0.96,"4,305",1.56,A
H,240,1.1,?c,?`,100,4,,1978,29,0,,0,"536,574","505,248","1,077,235","2,786,096","17,441",1,1,1,1,1,0.205,0.001,1257,0.96,700,"4,726",6.13,1.218,0.005,212,0.96,"4,726",6.13,A
H,241,1.1,?c,?s,75,5,,1995,12,0,,0,"53,133","505,248","1,077,235","2,786,096","23,367",1,1,1,1,1,0.205,0.001,938,0.96,938,"4,267",4.13,1.218,0.006,158,0.96,"4,267",4.13,A
H,242,1.1,?c,?s,75,6,,1995,12,0,,0,"53,133","505,248","1,077,235","2,786,096","28,052",1,1,1,1,1,0.205,0.001,781,0.96,"1,126","4,272",3.44,1.218,0.008,132,0.96,"4,272",3.44,A
H,243,1.1,?c,?s,75,3,,1995,12,0,,0,"133,758","505,248","1,077,235","2,786,096","11,258",1,1,1,1,1,0.205,0.001,1947,0.96,452,"4,333",8.7,1.218,0.003,328,0.96,"4,333",8.7,A
H,244,1.04,?c,?s,100,4,,1979,28,0,,0,"133,758","505,248","1,077,235","2,786,096","19,608",1,1,1,1,1,0.205,0.001,1118,0.96,787,"4,341",5.01,1.218,0.005,188,0.96,"4,341",5.01,A
H,245,1.1,?c,?`,100,13,,1981,26,0,,0,"53,133","505,248","1,077,235","2,786,096","56,881",1,1,1,1,1,0.205,0.003,385,0.96,"2,283","4,299",1.71,1.218,0.015,65,0.96,"4,299",1.71,A
H,246,1.1,?c,?s,100,6,,1981,26,0,,0,"53,133","505,248","1,077,235","2,786,096","26,435",1,1,1,1,1,0.205,0.001,829,0.96,"1,061","4,270",3.65,1.218,0.007,140,0.96,"4,270",3.65,A
H,247,1.1,?c,?`,100,4,,1979,28,0,,0,"133,758","505,248","1,077,235","2,786,096","16,029",1,1,1,1,1,0.205,0.001,1368,0.96,643,"4,338",6.12,1.218,0.004,230,0.96,"4,338",6.12,A
H,248,1.1,?c,?`,100,4,,1980,27,0,,0,"133,758","505,248","1,077,235","2,786,096","17,879",1,1,1,1,1,0.205,0.001,1226,0.96,718,"4,339",5.48,1.218,0.005,207,0.96,"4,339",5.48,A
H,249,1.24,?c,?j,75,3,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","15,152",1,1,1,1,1,0.205,0.001,1447,0.96,608,"4,259",6.36,1.218,0.004,244,0.96,"4,259",6.36,A
H,250,1.24,?c,?j,75,5,,2001,6,0,,0,"53,133","505,248","1,077,235","2,786,096","20,999",1,1,1,1,1,0.205,0.001,1044,0.96,843,"4,265",4.59,1.218,0.006,176,0.96,"4,265",4.59,A
H,251,1.1,?c,?s,150,225,,1993,14,0,,0,"536,574","505,248","1,077,235","2,786,096","1,013,493",1,1,1,1,1,0.205,0.046,22,1.43,"40,683","8,464",0.19,1.218,0.274,4,5.66,"33,500",0.75,C
H,252,1.1,?c,?r?Q,200,126,,1997,10,0,,0,"536,574","505,248","1,077,235","2,786,096","566,793",1,1,1,1,1,0.205,0.026,39,1.07,"22,752","5,855",0.23,1.218,0.154,7,3.42,"18,714",0.75,C
H,253,1.04,?c,?s,150,7,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","33,726",1,1,1,1,1,0.205,0.002,650,0.96,"1,354","4,741",3.18,1.218,0.009,109,0.96,"4,741",3.18,A
H,254,1.16,?c,?`,150,4,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","17,430",1,1,1,1,1,0.205,0.001,1258,0.96,700,"4,726",6.13,1.218,0.005,212,0.96,"4,726",6.13,A
H,255,1.17,?c,?s,150,258,,1988,19,0,,0,"536,574","505,248","1,077,235","2,786,096","1,159,034",1,1,1,1,1,0.205,0.053,19,1.58,"46,525","9,581",0.19,1.218,0.314,3,7.4,"44,875",0.88,C
H,256,1.04,?c,?s,150,1,,1989,18,0,,0,"536,574","505,248","1,077,235","2,786,096","6,316",1,1,1,1,1,0.205,0,3471,0.96,254,"4,715",16.84,1.218,0.002,585,0.96,"4,715",16.84,A
H,257,1.16,?c,?`,150,1,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","6,548",1,1,1,1,1,0.205,0,3347,0.96,263,"4,715",16.27,1.218,0.002,564,0.96,"4,715",16.27,A
H,258,1.19,?c,?m?r,150,19,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","87,485",1,1,1,1,1,0.205,0.004,251,0.96,"3,512","4,406",1.14,1.218,0.024,42,1.03,"4,728",1.22,A
H,259,1.52,?c,?s,200,20,,1989,18,0,,0,"2,954,136","505,248","1,077,235","2,786,096","91,175",1,1,1,1,1,0.205,0.004,240,0.96,"3,660","7,117",1.76,1.218,0.025,40,1.05,"7,785",1.93,A
H,260,1.17,?c,?s,150,358,,1990,17,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,608,388",1,1,1,1,1,0.205,0.073,14,1.95,"64,563","17,416",0.24,1.218,0.436,2,10.88,"97,170",1.37,B
H,261,1.19,?c,?`,200,6,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","28,480",1,1,1,1,1,0.205,0.001,770,0.96,"1,143","4,350",3.45,1.218,0.008,130,0.96,"4,350",3.45,A
H,262,1.19,?c,?s,150,8,,1979,28,0,,0,"133,758","505,248","1,077,235","2,786,096","36,209",1,1,1,1,1,0.205,0.002,605,0.96,"1,453","4,357",2.72,1.218,0.01,102,0.96,"4,357",2.72,A
H,263,1.19,?c,?s,150,3,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","13,613",1,1,1,1,1,0.205,0.001,1610,0.96,546,"4,258",7.08,1.218,0.004,271,0.96,"4,258",7.08,A
H,264,1.19,?c,?s,150,181,,1979,28,0,,0,"133,758","505,248","1,077,235","2,786,096","815,203",1,1,1,1,1,0.205,0.037,27,1.27,"32,723","6,753",0.19,1.218,0.221,5,4.61,"24,514",0.68,C
H,265,1.19,?c,?`,150,102,,1969,38,0,,0,"53,133","505,248","1,077,235","2,786,096","459,823",1,1,1,1,1,0.205,0.021,48,0.97,"18,458","4,735",0.23,1.218,0.125,8,3.05,"14,889",0.73,C
H,266,1.19,?c,?`,150,135,,1969,38,0,,0,"53,133","505,248","1,077,235","2,786,096","606,767",1,1,1,1,1,0.205,0.028,36,1.11,"24,356","5,582",0.21,1.218,0.164,6,3.92,"19,712",0.73,C
H,267,1.04,?c,?s,150,17,,1992,15,0,,0,"133,758","505,248","1,077,235","2,786,096","77,161",1,1,1,1,1,0.205,0.004,284,0.96,"3,097","4,396",1.29,1.218,0.021,48,0.97,"4,442",1.3,A
H,268,1.04,?c,?s,150,3,,1974,33,0,,0,"133,758","505,248","1,077,235","2,786,096","15,461",1,1,1,1,1,0.205,0.001,1418,0.96,621,"4,337",6.34,1.218,0.004,239,0.96,"4,337",6.34,A
H,269,1.17,?c,?s,150,317,,1975,32,0,,0,"133,758","505,248","1,077,235","2,786,096","1,425,495",1,1,1,1,1,0.205,0.065,15,1.85,"57,221","10,966",0.17,1.218,0.386,3,7.4,"43,866",0.7,C
H,270,1.17,?c,?s,200,8,,1987,20,0,,0,"53,133","505,248","1,077,235","2,786,096","37,475",1,1,1,1,1,0.205,0.002,585,0.96,"1,504","4,281",2.58,1.218,0.01,99,0.96,"4,281",2.58,A
H,271,1.17,?c,?s,200,106,,1974,33,0,,0,"53,133","505,248","1,077,235","2,786,096","477,685",1,1,1,1,1,0.205,0.022,46,0.99,"19,175","4,850",0.23,1.218,0.129,8,3.05,"14,943",0.71,C
H,272,1.17,?c,?s,200,19,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","83,728",1,1,1,1,1,0.205,0.004,262,0.96,"3,361","4,403",1.19,1.218,0.023,44,1.01,"4,632",1.25,A
H,273,1.17,?c,?s,100,1,,1993,14,0,,0,"53,133","505,248","1,077,235","2,786,096","5,429",1,1,1,1,1,0.205,0,4038,0.96,218,"4,250",17.69,1.218,0.001,680,0.96,"4,250",17.69,A
H,274,1.17,?c,?s,150,157,,1976,31,0,,0,"53,133","505,248","1,077,235","2,786,096","704,990",1,1,1,1,1,0.205,0.032,31,1.19,"28,299","6,101",0.2,1.218,0.191,5,4.61,"23,634",0.76,C
H,275,1.19,?c,?j,150,4,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","18,389",1,1,1,1,1,0.205,0.001,1192,0.96,738,"4,340",5.34,1.218,0.005,201,0.96,"4,340",5.34,A
H,276,1.19,?c,?j,150,15,,2002,5,0,,0,"133,758","505,248","1,077,235","2,786,096","68,698",1,1,1,1,1,0.205,0.003,319,0.96,"2,758","4,388",1.44,1.218,0.019,54,0.96,"4,388",1.44,A
H,277,1.17,?c,?s,150,183,,1975,32,0,,0,"53,133","505,248","1,077,235","2,786,096","824,799",1,1,1,1,1,0.205,0.038,27,1.27,"33,109","6,663",0.18,1.218,0.223,4,5.66,"29,695",0.81,C
H,278,1.04,?c,?`,200,3,,1967,40,0,,0,"536,574","505,248","1,077,235","2,786,096","15,343",1,1,1,1,1,0.205,0.001,1429,0.96,616,"4,724",6.96,1.218,0.004,241,0.96,"4,724",6.96,A
H,279,1.19,?c,?`,150,97,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","435,107",1,1,1,1,1,0.205,0.02,50,0.96,"17,466","4,740",0.25,1.218,0.118,8,3.05,"15,059",0.78,C
H,280,1.19,?c,?s,100,2,,1992,15,0,,0,0,"505,248","1,077,235","2,786,096","7,438",1,1,1,1,1,0.205,0,2947,0.96,299,"4,201",12.75,1.218,0.002,496,0.96,"4,201",12.75,A
H,281,1.19,?c,?`,100,3,,1969,38,0,,0,"53,133","505,248","1,077,235","2,786,096","13,280",1,1,1,1,1,0.205,0.001,1651,0.96,533,"4,258",7.25,1.218,0.004,278,0.96,"4,258",7.25,A
H,282,1.19,?c,?`,150,130,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","584,385",1,1,1,1,1,0.205,0.027,38,1.08,"23,458","5,494",0.21,1.218,0.158,6,3.92,"19,940",0.77,C
H,283,1.19,?c,?s,100,362,,1990,17,0,,0,"2,954,136","505,248","1,077,235","2,786,096","1,628,845",1,1,1,1,1,0.205,0.074,13,2.06,"65,384","18,440",0.26,1.218,0.441,2,10.88,"97,393",1.35,B
H,284,1.04,?c,?s,150,221,,1993,14,0,,0,"53,133","505,248","1,077,235","2,786,096","994,107",1,1,1,1,1,0.205,0.045,22,1.43,"39,905","7,745",0.18,1.218,0.269,4,5.66,"30,654",0.7,C
H,285,1.04,?c,?s,100,77,,1993,14,0,,0,"53,133","505,248","1,077,235","2,786,096","345,265",1,1,1,1,1,0.205,0.016,63,0.96,"13,859","4,576",0.3,1.218,0.094,11,2.35,"11,202",0.73,C
H,286,1.04,?c,?s,75,58,,1993,14,0,,0,"133,758","505,248","1,077,235","2,786,096","261,686",1,1,1,1,1,0.205,0.012,84,0.96,"10,504","4,573",0.4,1.218,0.071,14,1.95,"9,290",0.8,C
H,287,1.04,?c,?`,300,2,,1967,40,0,,0,"133,758","505,248","1,077,235","2,786,096","6,963",1,1,1,1,1,0.205,0,3148,0.96,280,"4,329",14.03,1.218,0.002,530,0.96,"4,329",14.03,A
H,288,1.19,?c,?j,75,10,,1994,13,0,,0,"53,133","505,248","1,077,235","2,786,096","43,760",1,1,1,1,1,0.205,0.002,501,0.96,"1,757","4,287",2.21,1.218,0.012,84,0.96,"4,287",2.21,A
H,289,1.19,?c,?`,100,97,,1967,40,0,,0,"53,133","505,248","1,077,235","2,786,096","434,973",1,1,1,1,1,0.205,0.02,50,0.96,"17,460","4,662",0.24,1.218,0.118,8,3.05,"14,813",0.77,C
